"FECHA","HORA","CO","CO2","NO","NO2","NOX","O3","PM10","PM25","TMP","RH","WSP","WDR"
"20/01/2021",12,0.33,16,22,28,50,32,63,35,15.9,45,1.7,358
"20/01/2021",13,0.43,15,21,35,56,43,71,45,18.1,40,1.7,16
"20/01/2021",14,0.34,12,15,34,49,51,61,35,19.7,34,2,30
"20/01/2021",15,0.23,7,9,27,36,61,56,34,20.9,31,2.8,31
"20/01/2021",16,0.15,6,3,20,23,78,39,15,21.5,30,3.5,32
"20/01/2021",17,0.14,6,2,20,22,69,54,35,21.3,33,2.9,31
"20/01/2021",19,0.27,11,15,35,50,15,60,25,19.5,41,4.9,45
"20/01/2021",20,0.15,3,7,26,33,15,30,9,18.6,42,2.7,36
"20/01/2021",21,0.05,3,11,25,36,15,21,7,17.7,46,2.3,28
"20/01/2021",22,0.15,16,5,21,26,9,25,10,16.5,57,3.4,316
"20/01/2021",23,0.14,33,5,20,25,7,29,15,14.9,65,3.4,321
"20/01/2021",24,0.12,26,4,20,24,6,23,11,14.2,68,3.3,324
"21/01/2021",1,0.13,16,7,22,28,4,25,13,13.5,69,1.9,326
"21/01/2021",2,0.12,13,11,24,35,2,32,18,13.1,70,2.3,318
"21/01/2021",3,0.04,11,6,18,24,4,24,13,12.3,70,1.4,335
"21/01/2021",4,0.09,8,13,22,35,2,41,26,11.9,72,2.1,318
"21/01/2021",5,0.04,6,9,17,26,2,20,11,10.8,72,1.8,317
"21/01/2021",6,0.13,5,24,18,42,2,19,7,10.3,72,1.3,319
"21/01/2021",7,0.38,5,61,18,80,1,30,11,9.7,71,1.6,316
"21/01/2021",8,0.82,5,98,20,118,2,29,11,9.5,71,1.4,318
"21/01/2021",9,1.08,6,123,27,150,4,50,24,11.9,63,0.9,16
"21/01/2021",10,0.61,7,46,34,81,15,53,29,14.2,56,1.3,23
"21/01/2021",11,0.63,7,35,47,82,26,63,35,16.5,47,2,30
"21/01/2021",12,0.57,6,26,45,71,36,52,26,18.6,39,2.7,36
"21/01/2021",13,0.27,4,17,33,50,41,47,29,20.8,29,2.7,42
"21/01/2021",14,0.1,3,10,20,29,46,23,10,22.7,21,1.9,19
"21/01/2021",15,0.01,3,5,14,19,57,38,26,23.8,18,1.8,20
"21/01/2021",16,0.17,3,6,24,30,64,41,28,24.6,16,2,31
"21/01/2021",17,0.27,3,12,33,45,63,44,24,24.7,15,2.1,31
"21/01/2021",18,0.32,3,9,29,38,41,30,6,23.5,15,2.2,356
"21/01/2021",19,0.56,3,20,49,69,20,56,25,22.2,17,2.7,35
"21/01/2021",20,0.59,2,25,56,81,3,64,29,20.4,22,2.1,40
"21/01/2021",21,1.33,3,80,57,138,3,62,29,19.3,25,1.2,352
"21/01/2021",22,1.41,5,77,52,129,2,57,19,18,29,1.5,330
"21/01/2021",23,0.77,6,27,46,73,4,56,27,16.8,34,1.2,324
"21/01/2021",24,0.59,7,26,46,72,2,73,34,16.2,37,1.5,349
"22/01/2021",1,0.49,7,28,44,72,3,71,27,15.3,41,0.9,330
"22/01/2021",2,0.48,4,23,39,62,2,45,24,14,45,1.4,317
"22/01/2021",3,0.18,3,5,32,36,5,36,21,13.1,48,1.3,321
"22/01/2021",4,0.09,3,2,26,29,9,38,25,12.5,50,1.5,318
"22/01/2021",5,0.14,3,7,29,36,4,28,16,11.8,53,0.9,319
"22/01/2021",6,0.2,3,20,30,51,2,35,19,11.1,56,1.2,320
"22/01/2021",7,0.59,3,65,34,99,2,48,26,10.8,57,0.9,327
"22/01/2021",8,1.32,5,144,38,183,2,49,15,10.6,58,0.8,319
"22/01/2021",9,1.67,5,150,47,197,4,57,20,13.1,51,0.8,335
"22/01/2021",10,0.95,6,64,51,115,12,59,28,16.6,41,1.2,29
"22/01/2021",11,0.53,5,27,37,65,29,40,15,19.1,35,1,349
"22/01/2021",12,0.43,6,19,35,54,42,48,25,20.4,31,1.5,4
"22/01/2021",13,0.28,5,12,29,41,51,37,17,21.7,25,2.1,19
"22/01/2021",14,0.11,4,6,23,29,67,47,32,22.8,20,2.4,36
"22/01/2021",15,0.1,5,3,21,24,86,34,17,24,17,1.7,17
"22/01/2021",16,0.18,5,5,28,32,92,45,27,24.5,15,2.3,33
"22/01/2021",17,0.23,5,5,31,35,94,58,35,24.4,15,1.6,18
"22/01/2021",18,0.57,6,12,45,57,75,46,20,24.2,16,1.7,10
"22/01/2021",19,1.04,7,29,57,87,36,74,40,23,15,1.4,9
"22/01/2021",20,0.75,5,12,62,74,23,71,21,21.2,24,2.8,327
"22/01/2021",21,0.74,5,14,54,68,19,96,23,20.2,31,2.2,5
"22/01/2021",22,0.6,3,5,46,51,25,72,34,19.1,34,1,343
"22/01/2021",23,0.48,3,6,44,50,10,71,19,18.2,39,2,320
"22/01/2021",24,0.27,3,6,37,43,12,61,20,17.8,41,2.4,334
"23/01/2021",1,0.3,4,19,43,62,4,59,25,16.9,45,1.9,323
"23/01/2021",2,0.17,3,4,34,38,9,38,16,15.8,47,1.8,321
"23/01/2021",3,0.18,3,5,33,38,6,40,19,14.9,49,2.2,318
"23/01/2021",4,0.13,2,2,27,29,9,37,21,14,52,0.9,332
"23/01/2021",5,0.01,2,1,20,21,18,34,19,13.4,53,2,318
"23/01/2021",6,0.12,2,5,27,31,8,22,7,12.9,55,1.7,317
"23/01/2021",7,0.35,2,26,34,60,2,29,9,12.3,57,0.7,329
"23/01/2021",8,0.81,3,86,36,122,2,39,16,12.1,58,1,318
"23/01/2021",9,1.01,4,88,41,129,4,54,23,13.3,54,1.4,318
"23/01/2021",10,0.84,4,49,49,99,15,53,26,16.6,44,1,328
"23/01/2021",11,0.59,5,28,49,76,30,69,43,19.2,37,0.9,347
"23/01/2021",12,0.54,8,25,53,78,40,68,32,20.5,33,1.4,21
"23/01/2021",13,0.35,6,14,35,49,50,62,32,21.8,27,1.8,1
"23/01/2021",14,0.24,5,12,24,36,65,44,20,22.7,24,1.8,2
"23/01/2021",15,0.11,5,4,20,24,81,61,39,23.4,21,2.5,35
"23/01/2021",16,0.16,5,2,20,23,86,50,33,23.3,21,2.8,34
"23/01/2021",17,0.24,5,2,24,26,96,47,31,23.7,21,1.5,356
"23/01/2021",18,0.17,4,1,19,21,91,51,35,23.4,21,2,25
"23/01/2021",19,0.32,4,8,40,49,69,61,38,22,24,1.4,31
"23/01/2021",20,0.81,4,9,69,78,34,76,45,20.9,27,1.4,348
"23/01/2021",21,0.8,3,19,48,67,20,41,18,19.4,29,0.7,10
"23/01/2021",22,0.66,3,8,47,55,16,63,31,18.6,30,1.7,355
"23/01/2021",23,0.53,3,6,45,51,13,67,27,17.9,34,2,322
"23/01/2021",24,0.44,4,4,34,39,17,43,20,16.8,40,1.3,355
"24/01/2021",1,0.59,4,7,45,52,7,45,22,16.4,40,1.3,337
"24/01/2021",2,0.49,4,6,39,45,9,38,17,15.7,42,1.3,319
"24/01/2021",3,0.44,4,5,35,40,9,42,23,14.9,44,0.9,8
"24/01/2021",4,0.54,3,6,38,44,7,41,25,14.4,46,0.8,337
"24/01/2021",5,0.21,3,3,28,31,10,37,25,13.9,48,0.9,331
"24/01/2021",6,0.22,3,3,29,31,9,39,27,13.4,50,1.3,317
"24/01/2021",7,0.25,3,9,32,41,8,31,20,12.8,51,1.6,316
"24/01/2021",8,0.59,3,31,37,68,2,41,25,12.5,52,1.5,319
"24/01/2021",9,0.77,4,29,38,67,8,41,23,13.7,47,0.9,356
"24/01/2021",10,0.67,5,24,40,64,20,53,27,15.8,41,1.2,17
"24/01/2021",11,0.47,5,14,35,50,40,57,37,18.2,36,1.5,28
"24/01/2021",12,0.59,4,11,40,50,59,65,42,19.5,34,1.5,27
"24/01/2021",13,0.6,5,8,38,46,72,66,40,20.5,31,1.9,32
"24/01/2021",14,0.22,4,3,21,24,77,49,28,21.1,28,2.2,35
"24/01/2021",15,0.27,4,3,22,25,77,48,25,21.3,27,3,38
"24/01/2021",16,0.31,3,5,26,31,71,53,25,21.6,26,4.4,42
"24/01/2021",17,0.28,3,4,26,30,66,49,21,21.8,23,4.6,42
"24/01/2021",18,0.21,2,8,28,36,42,42,13,21.6,20,4.8,43
"24/01/2021",19,0.19,2,10,38,48,22,53,25,20.2,19,4.2,44
"24/01/2021",20,0.36,2,8,39,47,13,40,13,18.9,24,1.6,32
"24/01/2021",21,1.01,3,36,55,91,4,57,19,18,29,1.1,32
"24/01/2021",22,0.75,2,20,54,74,5,50,20,17.4,34,1.6,39
"24/01/2021",23,0.92,2,29,59,88,2,53,23,16,40,3.1,42
"24/01/2021",24,0.67,2,15,55,70,3,47,22,15.5,40,2.8,43
"25/01/2021",1,0.66,2,16,47,64,2,43,21,14.1,46,1.9,320
"25/01/2021",2,0.37,2,2,33,35,9,30,16,13.2,51,1.8,319
"25/01/2021",3,0.48,2,8,37,44,4,37,24,12.4,54,1.5,26
"25/01/2021",4,0.51,2,15,40,55,2,38,21,12,55,1.2,348
"25/01/2021",5,0.26,2,4,30,34,5,32,19,10.9,58,1.4,317
"25/01/2021",6,0.33,2,18,33,51,2,36,19,10.5,60,2.2,317
"25/01/2021",7,0.5,2,39,34,74,2,36,19,10,62,2.3,316
"25/01/2021",8,0.99,3,88,36,125,2,44,21,9.9,62,1.9,316
"25/01/2021",9,1.88,6,165,50,214,4,79,32,12.6,53,1.1,20
"25/01/2021",10,1.07,7,86,60,145,13,78,40,15.6,43,1.6,34
"25/01/2021",12,0.77,3,27,58,84,45,60,30,19.3,31,2.6,41
"25/01/2021",13,0.28,2,10,31,41,56,35,16,21.5,22,2.5,33
"25/01/2021",14,0.21,3,9,28,37,68,35,16,23.2,18,1.9,22
"25/01/2021",17,0.07,3,2,18,20,67,54,33,24.4,19,3.3,325
"25/01/2021",18,0.09,2,2,17,20,49,37,8,23.4,24,4.2,323
"25/01/2021",19,0.25,2,10,18,28,33,34,6,21.7,24,2.2,327
"25/01/2021",20,0,2,4,16,19,27,33,15,20,25,2.5,325
"25/01/2021",21,0.09,2,3,22,25,19,30,7,18.7,30,2,17
"25/01/2021",22,0.25,2,3,28,32,17,44,21,17.6,43,3.2,39
"25/01/2021",23,0.11,2,1,22,24,19,36,18,16.8,46,2.5,35
"25/01/2021",24,0.41,2,10,42,52,3,39,18,16.2,47,1.4,16
"26/01/2021",4,0.18,2,3,24,27,7,31,16,12.3,50,2.2,316
"26/01/2021",5,0.18,2,5,27,32,4,29,14,11.6,52,1.8,317
"26/01/2021",6,0.43,2,39,31,70,2,35,19,11.4,54,0.9,345
"26/01/2021",7,0.89,3,84,32,115,1,42,18,11,51,0.9,337
"26/01/2021",8,1.1,3,113,33,145,2,41,15,10.5,56,1.1,323
"26/01/2021",9,1.38,4,125,40,165,4,62,28,13.1,47,1.2,11
"26/01/2021",10,1.24,4,77,60,137,12,69,35,15.7,41,1.6,34
"26/01/2021",11,0.71,3,30,52,82,34,54,21,18.1,36,1.8,31
"26/01/2021",12,0.59,2,19,48,66,50,66,32,20.4,31,2.4,34
"26/01/2021",13,0.29,2,12,35,47,60,49,27,22.5,21,3.4,39
"26/01/2021",14,0.26,2,7,28,35,70,25,2,24.1,19,3,40
"26/01/2021",15,0.26,2,5,26,31,86,44,23,25.4,20,2.4,31
"26/01/2021",17,0.02,1,2,13,15,67,37,17,25.9,20,2.9,28
"26/01/2021",18,0.15,2,6,27,33,44,48,6,25.4,20,4.6,40
"26/01/2021",19,0.16,2,2,26,28,28,42,20,23.4,24,2.8,351
"26/01/2021",20,0.45,2,11,41,52,14,48,15,21.6,28,1.3,21
"26/01/2021",21,0.77,5,26,51,78,9,45,10,20.9,28,2,341
"26/01/2021",22,0.38,8,4,40,44,21,86,24,20.1,29,4,324
"26/01/2021",23,0.38,5,6,41,47,20,67,20,18.8,30,2.8,323
"26/01/2021",24,0.33,3,3,37,40,14,49,19,17.6,33,1.4,325
"27/01/2021",1,0.35,2,6,37,44,7,56,32,16.2,39,2.1,317
"27/01/2021",2,0.04,2,1,19,19,19,34,14,14.9,43,2.1,317
"27/01/2021",3,0.07,2,2,23,25,14,40,24,14.2,44,1,356
"27/01/2021",4,0.09,2,3,26,29,10,41,24,13.4,47,1.1,320
"27/01/2021",5,0.04,2,2,21,23,13,26,10,12.6,48,1.4,317
"27/01/2021",6,0.17,2,12,29,41,6,36,14,12,50,1.4,319
"27/01/2021",7,0.66,3,71,37,108,2,47,22,11.4,52,0.8,318
"27/01/2021",8,1.29,4,132,37,170,2,62,26,11.2,53,1.4,316
"27/01/2021",9,1.95,6,204,52,256,4,98,37,13.8,46,1.4,317
"27/01/2021",10,2.01,11,176,76,252,7,115,47,17.3,37,0.8,331
"27/01/2021",16,0.34,3,9,20,30,50,373,24,23.3,25,6.1,353
"27/01/2021",17,0.26,2,9,20,28,42,416,33,20.6,34,6.7,356
"27/01/2021",18,0.26,2,8,21,29,36,250,24,18.3,40,5.4,2
"27/01/2021",19,0.3,5,6,26,32,29,216,32,16.2,47,4.8,347
"27/01/2021",20,0.25,4,7,21,29,25,97,17,14.7,55,5.5,346
"27/01/2021",21,0.2,2,7,21,28,20,41,13,14.1,59,4.3,348
"27/01/2021",22,0.13,3,6,16,21,21,24,8,13.6,62,4.6,345
"27/01/2021",24,0.12,4,2,13,15,22,16,5,12.1,65,3.9,341
"28/01/2021",1,0.13,3,1,19,20,15,15,6,11.6,66,3.7,333
"28/01/2021",2,0.09,2,1,15,16,19,11,3,11.3,66,3.8,329
"28/01/2021",5,0.02,1,0,11,11,23,9,6,9.9,70,4.6,327
"28/01/2021",6,0.09,2,2,18,20,18,11,8,9.6,70,4,325
"28/01/2021",7,0.15,2,6,23,29,13,10,2,9.4,71,4.6,323
"28/01/2021",8,0.25,2,8,24,32,16,18,6,9.4,70,4.3,323
"28/01/2021",9,0.33,2,15,19,35,22,12,3,10.4,66,4.1,325
"28/01/2021",10,0.39,2,20,21,41,25,40,11,11.9,59,3.5,327
"28/01/2021",11,0.47,3,20,22,43,30,30,9,14,51,2.9,341
"28/01/2021",12,0.3,3,13,15,27,40,38,16,16.4,43,2.5,348
"28/01/2021",13,0.26,3,8,13,21,45,33,10,18.1,40,3.7,345
"28/01/2021",14,0.33,3,8,16,24,43,53,9,18.5,40,4.4,331
"28/01/2021",15,0.35,3,10,20,29,45,55,13,19.3,38,4,341
"28/01/2021",16,0.39,3,10,19,29,48,56,3,19.8,37,3.8,341
"28/01/2021",17,0.36,4,9,23,31,41,66,13,19.7,37,4.4,345
"28/01/2021",18,0.36,8,6,26,32,33,71,15,18.9,39,4.6,345
"28/01/2021",19,0.3,9,5,23,28,22,65,8,16.9,43,5.9,335
"28/01/2021",20,0.25,14,4,22,26,22,57,8,14.6,50,5.9,331
"28/01/2021",21,0.25,13,5,23,28,17,43,9,13.3,55,5.6,328
"28/01/2021",22,0.26,17,3,23,26,16,36,4,12.4,57,4.5,328
"28/01/2021",23,0.28,23,4,28,32,11,41,13,11.5,61,3.6,337
"28/01/2021",24,0.2,19,1,18,19,20,26,11,10.3,65,4.6,320
"29/01/2021",1,0.13,33,0,17,17,19,17,9,9.9,67,4.5,322
"29/01/2021",2,0.11,21,0,14,14,20,26,17,9.3,69,3.9,323
"29/01/2021",3,0.12,15,1,13,13,17,24,16,8.9,70,3.7,322
"29/01/2021",4,0.11,16,1,18,20,11,24,16,8.9,71,3,324
"29/01/2021",5,0.14,16,2,21,23,8,25,15,8.6,72,3.1,324
"29/01/2021",6,0.22,17,14,27,40,4,29,21,8.4,73,2.6,324
"29/01/2021",7,0.35,16,22,29,51,3,29,19,8.3,73,1.6,324
"29/01/2021",8,0.84,11,71,30,101,2,35,17,8.3,73,1.5,326
"29/01/2021",9,1.1,9,98,33,131,3,41,16,8.9,70,1.7,319
"29/01/2021",10,1.07,13,84,39,123,8,55,28,11.5,61,0.8,336
"29/01/2021",11,1.17,16,104,58,162,12,81,41,14.1,52,1.3,336
"29/01/2021",12,0.89,15,63,66,130,21,86,48,16.5,45,1.4,24
"29/01/2021",13,0.74,11,32,60,92,43,90,51,18.3,40,1.9,28
"29/01/2021",14,0.56,6,12,40,52,67,70,37,20.1,32,2.1,34
"29/01/2021",15,0.5,5,6,32,38,84,73,41,21.2,29,2.5,35
"29/01/2021",16,0.57,5,7,35,42,89,50,18,22.3,27,2.5,39
"29/01/2021",17,0.59,4,3,29,32,114,69,33,22.8,27,2.1,32
"29/01/2021",18,0.45,3,3,29,32,82,70,31,22.5,24,2.9,37
"29/01/2021",19,0.55,6,30,49,79,20,60,22,21.2,21,4.1,44
"29/01/2021",20,0.75,6,36,57,93,6,56,21,19.9,22,4.1,43
"29/01/2021",21,0.99,10,19,45,65,13,48,11,18.6,32,2.1,18
"29/01/2021",22,0.67,22,7,47,54,15,64,25,17.3,41,2.5,327
"29/01/2021",23,0.86,27,10,52,62,9,60,27,16.2,44,2,317
"29/01/2021",24,0.54,41,5,37,42,12,52,27,15.4,48,1.5,325
"30/01/2021",1,0.46,31,4,29,33,17,43,26,14.6,49,0.8,338
"30/01/2021",2,0.43,36,7,39,46,6,44,22,14.2,52,1.4,343
"30/01/2021",3,0.51,34,18,43,60,2,66,30,13.8,55,1.5,337
"30/01/2021",4,0.39,26,11,37,48,3,55,27,13.1,56,2.1,316
"30/01/2021",5,0.36,21,14,36,50,2,51,28,12.7,59,2,318
"30/01/2021",6,0.44,17,28,36,64,2,39,18,12.3,59,1.9,318
"30/01/2021",7,0.81,18,94,38,132,2,63,27,12.1,60,2,329
"30/01/2021",9,1.06,12,65,39,105,5,54,24,13,55,1.4,318
"30/01/2021",10,0.99,19,80,47,127,10,82,37,15.9,46,1.1,22
"30/01/2021",11,0.7,12,37,43,80,28,71,31,17.7,41,1.5,358
"30/01/2021",12,0.48,7,14,29,43,49,64,29,19,37,2.5,343
"30/01/2021",13,0.34,5,8,22,30,62,56,24,20.2,33,2.4,339
"30/01/2021",14,0.32,4,7,18,25,73,57,24,21.5,29,2.2,342
"30/01/2021",15,0.29,3,6,18,24,73,66,31,22.5,25,2.4,1
"30/01/2021",16,0.32,3,5,20,24,73,76,47,23.6,21,2.1,354
"30/01/2021",17,0.41,5,7,23,29,70,50,25,24,20,2.5,17
"30/01/2021",18,0.45,11,8,23,32,66,48,17,23.7,19,2.2,2
"30/01/2021",19,0.59,9,12,35,48,44,50,28,22.7,18,1.8,6
"30/01/2021",20,0.74,7,19,47,66,26,39,11,21.5,19,1.1,345
"30/01/2021",21,1.25,9,32,70,102,2,64,23,19.8,25,2,317
"30/01/2021",22,1,8,13,60,73,7,57,24,17.7,30,1.5,335
"30/01/2021",23,1.02,8,13,60,73,6,65,29,16.8,32,1.9,319
"30/01/2021",24,1.01,10,14,58,72,5,59,28,16.1,33,2.9,319
"31/01/2021",1,0.43,19,1,32,33,22,54,27,15.4,34,2.1,335
"31/01/2021",2,0.4,24,2,39,42,13,51,22,14.6,37,2.4,332
"31/01/2021",3,0.28,15,2,32,33,17,41,21,13.7,40,3,324
"31/01/2021",4,0.28,12,2,34,36,14,44,17,13.1,43,2.1,331
"31/01/2021",5,0.37,14,5,43,48,7,62,20,12.6,45,1.2,341
"31/01/2021",6,0.28,7,5,31,37,13,42,19,11.6,48,1.7,319
"31/01/2021",7,0.25,5,4,27,31,15,33,19,10.6,49,1.7,317
"31/01/2021",8,0.57,4,21,37,59,5,30,12,10.3,51,1.6,316
"31/01/2021",9,0.94,6,50,40,90,7,36,10,12.5,46,1.2,317
"31/01/2021",10,0.84,20,45,46,91,18,59,34,15.9,37,1.2,323
"31/01/2021",11,0.53,26,20,39,59,38,50,25,18,33,1.5,339
"31/01/2021",12,0.28,11,9,21,30,50,35,13,20,22,3.1,351
"31/01/2021",13,0.16,5,5,11,16,57,40,14,21.1,18,3.8,356
"31/01/2021",14,0.12,6,5,11,16,61,40,5,22.2,16,3.6,344
"31/01/2021",15,0.13,4,5,11,16,59,47,12,23.3,15,3.8,345
"31/01/2021",16,0.05,3,4,8,12,51,43,3,23.6,14,4.6,342
"31/01/2021",17,0.1,3,4,8,12,49,45,11,23.5,16,4.5,353
"31/01/2021",18,0.16,2,5,9,14,40,139,12,22.2,20,4.9,8
"31/01/2021",19,0.12,1,6,11,17,33,72,10,19.7,21,5.1,0
"31/01/2021",20,0.11,6,4,14,18,30,114,24,16.7,38,4.6,341
"31/01/2021",21,0.08,8,1,12,13,29,68,22,14,49,6.4,341
"31/01/2021",22,0.06,5,1,11,12,31,35,12,12.5,55,5.5,339
"31/01/2021",23,0.07,2,0,10,11,32,27,14,11.7,59,5.2,329
"04/02/2021",1,0.27,6,6,33,39,4,30,10,13.7,25,1.3,323
"04/02/2021",2,0.28,5,17,33,49,2,23,5,12.4,29,1,322
"04/02/2021",3,0.34,4,24,32,57,2,39,19,11.3,32,1.4,318
"04/02/2021",4,0.22,4,9,29,38,2,37,18,10.7,33,1.2,322
"04/02/2021",5,0.2,3,9,26,35,4,23,12,9.9,35,1.3,316
"04/02/2021",6,0.27,3,16,27,44,2,29,15,9.2,36,1.5,318
"04/02/2021",7,0.53,3,55,30,86,1,32,13,8.8,37,1.4,318
"04/02/2021",8,1.42,5,153,37,189,2,51,18,8.9,38,0.8,320
"04/02/2021",9,1.47,5,141,43,185,4,67,17,12.9,30,0.4,348
"04/02/2021",10,1.81,7,130,79,209,9,80,32,15.8,26,0.7,352
"04/02/2021",11,1.79,10,134,97,230,15,161,50,18.1,22,1.3,15
"04/02/2021",12,0.65,6,27,58,85,40,77,29,20.9,17,1.7,354
"04/02/2021",13,0.33,4,12,23,37,48,46,17,22.4,13,2.5,355
"04/02/2021",14,0.35,3,9,20,29,57,40,13,23.7,11,2.2,25
"04/02/2021",15,0.21,3,8,19,26,55,38,12,24.5,7,2.2,28
"04/02/2021",16,0.28,3,7,22,29,59,28,8,25.4,7,2.2,12
"04/02/2021",17,0.28,5,7,24,31,65,45,14,25.5,9,2.4,11
"04/02/2021",18,0.45,14,11,33,44,59,50,16,25.2,9,2.2,6
"04/02/2021",19,0.67,15,18,42,58,36,62,26,23.8,9,1.7,8
"04/02/2021",20,1.08,20,21,75,96,7,93,31,22,14,2.1,325
"04/02/2021",21,1.26,15,43,77,119,2,82,32,20.4,17,1.3,12
"04/02/2021",22,1.35,11,45,78,122,2,85,34,19.4,23,1,17
"04/02/2021",23,1.56,6,61,80,140,1,114,43,18.1,29,1.1,344
"04/02/2021",24,1.21,6,31,64,95,2,82,34,16.2,34,1,13
"05/02/2021",1,1.18,7,33,59,92,2,78,35,15.5,33,1.3,350
"05/02/2021",2,0.57,4,9,46,56,4,63,33,14,35,1.3,319
"05/02/2021",3,0.34,3,4,38,42,9,49,23,12.9,36,1.2,323
"05/02/2021",4,0.56,3,6,43,49,4,52,24,12.2,38,0.8,322
"05/02/2021",5,0.35,3,7,39,46,4,50,22,11.3,40,0.9,316
"05/02/2021",6,0.62,3,31,44,75,2,55,28,10.6,42,1.4,317
"05/02/2021",7,0.89,4,66,45,111,1,55,24,10.1,42,2.3,317
"05/02/2021",8,0.98,4,66,46,112,3,54,20,10.1,41,2.3,316
"05/02/2021",9,1.29,6,92,54,146,6,76,33,13.3,35,0.8,331
"05/02/2021",10,1.39,8,91,76,167,13,108,48,17.2,29,0.9,17
"05/02/2021",11,1.24,9,65,93,158,25,109,48,19.8,25,1.2,22
"05/02/2021",12,1.06,7,34,83,117,45,95,41,22.2,20,1.4,23
"05/02/2021",13,0.67,7,13,60,73,75,93,47,24,17,1.9,28
"05/02/2021",14,0.51,5,5,37,42,93,72,38,25.2,13,2.1,26
"05/02/2021",15,0.47,5,3,32,35,109,50,16,26.5,12,1.3,11
"05/02/2021",16,0.41,5,1,30,31,120,67,39,26.8,11,1.7,348
"05/02/2021",17,0.38,4,1,30,31,112,65,34,26.6,11,1.5,355
"05/02/2021",18,0.5,4,3,34,37,97,65,34,26.6,11,1.7,24
"05/02/2021",19,0.45,3,2,28,30,48,95,31,24.3,20,2.1,339
"05/02/2021",20,0.52,3,0,36,36,37,66,17,22.1,28,2.4,18
"05/02/2021",21,0.5,3,1,32,33,36,63,25,20.7,34,2.2,38
"05/02/2021",22,0.69,4,7,52,60,23,63,23,19.9,36,3.4,45
"05/02/2021",23,0.99,4,13,74,86,7,77,31,19.2,36,2.5,42
"05/02/2021",24,1.07,5,16,64,80,2,67,25,17.3,39,1.7,25
"06/02/2021",1,0.89,10,9,54,63,7,59,26,16.9,38,0.8,17
"06/02/2021",2,0.93,5,33,58,91,3,63,26,16.2,40,1.3,328
"06/02/2021",3,0.67,3,9,48,57,3,46,17,14.8,39,1.9,316
"06/02/2021",4,0.45,3,1,34,34,15,44,23,14.1,37,1.7,318
"06/02/2021",5,0.47,3,1,34,35,19,32,15,14.1,34,1.4,324
"06/02/2021",6,0.36,3,18,45,63,17,30,15,13.8,35,0.7,358
"06/02/2021",7,0.91,4,80,60,140,2,56,24,13.1,38,1.5,28
"06/02/2021",8,1.42,5,122,61,182,3,76,29,13.1,44,1.9,39
"06/02/2021",9,1.43,5,90,61,151,7,85,39,15.6,40,1,22
"06/02/2021",10,1.04,4,46,57,103,23,77,35,17.8,33,1.7,37
"06/02/2021",11,0.45,3,11,33,45,51,53,25,19.9,24,3,40
"06/02/2021",12,0.3,3,7,26,33,60,44,19,22.3,15,3.1,40
"06/02/2021",13,0.27,4,7,24,31,67,38,17,24,11,2.7,36
"06/02/2021",14,0.2,5,6,24,31,70,46,20,25.2,8,2.8,34
"06/02/2021",15,0.07,3,1,12,13,66,50,26,26.2,6,3,343
"06/02/2021",16,0.01,3,1,9,10,47,26,7,26.9,5,3.8,327
"06/02/2021",17,0,3,1,11,12,49,27,4,26.5,5,4.2,326
"06/02/2021",18,0.07,3,1,12,13,44,41,9,25.6,7,4.6,326
"06/02/2021",19,0.13,3,3,19,22,32,32,10,23.9,8,2.1,321
"06/02/2021",20,0.24,3,4,25,29,21,26,7,22.1,10,1.6,331
"06/02/2021",21,0.9,4,23,50,73,11,61,23,20.9,25,2,37
"06/02/2021",22,0.91,5,12,53,65,14,78,26,19.4,30,1.1,2
"06/02/2021",23,0.78,3,4,46,50,16,91,43,17.8,34,1.3,343
"06/02/2021",24,0.6,5,13,36,50,3,45,10,16.1,24,2.1,316
"07/02/2021",4,0.02,3,0,20,20,37,43,20,12.8,39,3.6,325
"07/02/2021",5,0.04,4,0,24,25,30,43,23,12,48,3.9,325
"07/02/2021",6,0.05,7,0,16,17,29,44,28,11.4,50,3.6,322
"07/02/2021",7,0.19,10,2,22,24,21,39,26,10.8,55,2.7,321
"07/02/2021",8,0.43,11,14,35,49,7,46,25,10.5,52,1.7,316
"07/02/2021",9,0.62,13,29,37,66,13,53,24,12.6,49,1.3,324
"07/02/2021",10,0.56,21,21,37,58,28,75,41,14.3,45,1.3,357
"07/02/2021",11,0.62,16,19,43,62,41,94,55,16.6,38,1.2,337
"07/02/2021",12,0.54,8,13,39,52,58,81,50,19.3,30,2.2,37
"07/02/2021",13,0.31,5,5,22,27,79,60,31,21.2,25,2.8,32
"07/02/2021",14,0.38,4,1,15,16,87,59,32,23.2,19,3.9,38
"07/02/2021",15,0.32,3,2,15,17,89,40,17,24.6,16,2.5,30
"07/02/2021",16,0.43,3,2,13,14,74,40,9,25,15,3.8,36
"07/02/2021",17,0.73,3,3,14,17,59,60,19,24.5,15,6.3,43
"07/02/2021",18,0.11,2,2,12,14,53,53,16,23.8,15,5.5,41
"07/02/2021",19,0.06,2,0,13,13,46,45,19,22.2,20,2.9,9
"07/02/2021",20,0.1,2,0,15,16,40,52,25,20.5,25,2.1,21
"07/02/2021",21,0.07,2,1,17,17,40,42,21,19.3,29,3,36
"07/02/2021",22,0.25,2,0,22,22,35,34,12,18.3,32,3.9,41
"07/02/2021",23,0.64,2,1,36,37,20,47,20,17.7,34,3.5,42
